Rainfall - (MM), Year, Statistics, Country, ISO3
123.612, 1998, Jan Average, Northern Mariana Islands, MNP
58.4124, 1998, Feb Average, Northern Mariana Islands, MNP
73.6997, 1998, Mar Average, Northern Mariana Islands, MNP
116.696, 1998, Apr Average, Northern Mariana Islands, MNP
75.746, 1998, May Average, Northern Mariana Islands, MNP
263.526, 1998, Jun Average, Northern Mariana Islands, MNP
347.623, 1998, Jul Average, Northern Mariana Islands, MNP
399.66, 1998, Aug Average, Northern Mariana Islands, MNP
1173.66, 1998, Sep Average, Northern Mariana Islands, MNP
641.972, 1998, Oct Average, Northern Mariana Islands, MNP
455.934, 1998, Nov Average, Northern Mariana Islands, MNP
282.649, 1998, Dec Average, Northern Mariana Islands, MNP
208.721, 1999, Jan Average, Northern Mariana Islands, MNP
581.665, 1999, Feb Average, Northern Mariana Islands, MNP
102.535, 1999, Mar Average, Northern Mariana Islands, MNP
324.357, 1999, Apr Average, Northern Mariana Islands, MNP
324.717, 1999, May Average, Northern Mariana Islands, MNP
742.604, 1999, Jun Average, Northern Mariana Islands, MNP
916.548, 1999, Jul Average, Northern Mariana Islands, MNP
492.388, 1999, Aug Average, Northern Mariana Islands, MNP
730.796, 1999, Sep Average, Northern Mariana Islands, MNP
511.363, 1999, Oct Average, Northern Mariana Islands, MNP
437.525, 1999, Nov Average, Northern Mariana Islands, MNP
316.227, 1999, Dec Average, Northern Mariana Islands, MNP
172.169, 2000, Jan Average, Northern Mariana Islands, MNP
289.688, 2000, Feb Average, Northern Mariana Islands, MNP
263.936, 2000, Mar Average, Northern Mariana Islands, MNP
79.4058, 2000, Apr Average, Northern Mariana Islands, MNP
421.534, 2000, May Average, Northern Mariana Islands, MNP
366.449, 2000, Jun Average, Northern Mariana Islands, MNP
733.43, 2000, Jul Average, Northern Mariana Islands, MNP
942.289, 2000, Aug Average, Northern Mariana Islands, MNP
803.062, 2000, Sep Average, Northern Mariana Islands, MNP
791.961, 2000, Oct Average, Northern Mariana Islands, MNP
354.602, 2000, Nov Average, Northern Mariana Islands, MNP
592.371, 2000, Dec Average, Northern Mariana Islands, MNP
134.851, 2001, Jan Average, Northern Mariana Islands, MNP
140.018, 2001, Feb Average, Northern Mariana Islands, MNP
126.655, 2001, Mar Average, Northern Mariana Islands, MNP
135.731, 2001, Apr Average, Northern Mariana Islands, MNP
172.586, 2001, May Average, Northern Mariana Islands, MNP
853.353, 2001, Jun Average, Northern Mariana Islands, MNP
1069.65, 2001, Jul Average, Northern Mariana Islands, MNP
1748.46, 2001, Aug Average, Northern Mariana Islands, MNP
427.002, 2001, Sep Average, Northern Mariana Islands, MNP
899.298, 2001, Oct Average, Northern Mariana Islands, MNP
999.527, 2001, Nov Average, Northern Mariana Islands, MNP
527.246, 2001, Dec Average, Northern Mariana Islands, MNP
522.467, 2002, Jan Average, Northern Mariana Islands, MNP
323.353, 2002, Feb Average, Northern Mariana Islands, MNP
208.862, 2002, Mar Average, Northern Mariana Islands, MNP
130.312, 2002, Apr Average, Northern Mariana Islands, MNP
505.186, 2002, May Average, Northern Mariana Islands, MNP
431.806, 2002, Jun Average, Northern Mariana Islands, MNP
784.421, 2002, Jul Average, Northern Mariana Islands, MNP
1466.23, 2002, Aug Average, Northern Mariana Islands, MNP
868.719, 2002, Sep Average, Northern Mariana Islands, MNP
362.668, 2002, Oct Average, Northern Mariana Islands, MNP
465.449, 2002, Nov Average, Northern Mariana Islands, MNP
441.133, 2002, Dec Average, Northern Mariana Islands, MNP
152.128, 2003, Jan Average, Northern Mariana Islands, MNP
188.07, 2003, Feb Average, Northern Mariana Islands, MNP
296.566, 2003, Mar Average, Northern Mariana Islands, MNP
285.271, 2003, Apr Average, Northern Mariana Islands, MNP
148.012, 2003, May Average, Northern Mariana Islands, MNP
485.419, 2003, Jun Average, Northern Mariana Islands, MNP
754.11, 2003, Jul Average, Northern Mariana Islands, MNP
766.24, 2003, Aug Average, Northern Mariana Islands, MNP
1704.71, 2003, Sep Average, Northern Mariana Islands, MNP
667.951, 2003, Oct Average, Northern Mariana Islands, MNP
1662.89, 2003, Nov Average, Northern Mariana Islands, MNP
995.195, 2003, Dec Average, Northern Mariana Islands, MNP
177.654, 2004, Jan Average, Northern Mariana Islands, MNP
400.289, 2004, Feb Average, Northern Mariana Islands, MNP
252.448, 2004, Mar Average, Northern Mariana Islands, MNP
269.643, 2004, Apr Average, Northern Mariana Islands, MNP
427.173, 2004, May Average, Northern Mariana Islands, MNP
512.233, 2004, Jun Average, Northern Mariana Islands, MNP
750.89, 2004, Jul Average, Northern Mariana Islands, MNP
1090.75, 2004, Aug Average, Northern Mariana Islands, MNP
851.109, 2004, Sep Average, Northern Mariana Islands, MNP
738.927, 2004, Oct Average, Northern Mariana Islands, MNP
553.599, 2004, Nov Average, Northern Mariana Islands, MNP
272.89, 2004, Dec Average, Northern Mariana Islands, MNP
96.1167, 2005, Jan Average, Northern Mariana Islands, MNP
271.304, 2005, Feb Average, Northern Mariana Islands, MNP
198.535, 2005, Mar Average, Northern Mariana Islands, MNP
309.004, 2005, Apr Average, Northern Mariana Islands, MNP
460.09, 2005, May Average, Northern Mariana Islands, MNP
512.233, 2005, Jun Average, Northern Mariana Islands, MNP
784.421, 2005, Jul Average, Northern Mariana Islands, MNP
1090.75, 2005, Aug Average, Northern Mariana Islands, MNP
1041.49, 2005, Sep Average, Northern Mariana Islands, MNP
916.467, 2005, Oct Average, Northern Mariana Islands, MNP
656.701, 2005, Nov Average, Northern Mariana Islands, MNP
441.133, 2005, Dec Average, Northern Mariana Islands, MNP
286.736, 2006, Jan Average, Northern Mariana Islands, MNP
247.229, 2006, Feb Average, Northern Mariana Islands, MNP
237.031, 2006, Mar Average, Northern Mariana Islands, MNP
309.004, 2006, Apr Average, Northern Mariana Islands, MNP
460.09, 2006, May Average, Northern Mariana Islands, MNP
512.233, 2006, Jun Average, Northern Mariana Islands, MNP
784.421, 2006, Jul Average, Northern Mariana Islands, MNP
1090.75, 2006, Aug Average, Northern Mariana Islands, MNP
1041.49, 2006, Sep Average, Northern Mariana Islands, MNP
916.467, 2006, Oct Average, Northern Mariana Islands, MNP
656.701, 2006, Nov Average, Northern Mariana Islands, MNP
441.133, 2006, Dec Average, Northern Mariana Islands, MNP
235.993, 2007, Jan Average, Northern Mariana Islands, MNP
97.2283, 2007, Feb Average, Northern Mariana Islands, MNP
199.47, 2007, Mar Average, Northern Mariana Islands, MNP
153.473, 2007, Apr Average, Northern Mariana Islands, MNP
548.824, 2007, May Average, Northern Mariana Islands, MNP
164.164, 2007, Jun Average, Northern Mariana Islands, MNP
540.357, 2007, Jul Average, Northern Mariana Islands, MNP
1295.49, 2007, Aug Average, Northern Mariana Islands, MNP
1046.52, 2007, Sep Average, Northern Mariana Islands, MNP
1066.25, 2007, Oct Average, Northern Mariana Islands, MNP
985.152, 2007, Nov Average, Northern Mariana Islands, MNP
232.896, 2007, Dec Average, Northern Mariana Islands, MNP
163.052, 2008, Jan Average, Northern Mariana Islands, MNP
522.829, 2008, Feb Average, Northern Mariana Islands, MNP
152.036, 2008, Mar Average, Northern Mariana Islands, MNP
228.604, 2008, Apr Average, Northern Mariana Islands, MNP
201.171, 2008, May Average, Northern Mariana Islands, MNP
439.821, 2008, Jun Average, Northern Mariana Islands, MNP
744.836, 2008, Jul Average, Northern Mariana Islands, MNP
525.81, 2008, Aug Average, Northern Mariana Islands, MNP
1170.04, 2008, Sep Average, Northern Mariana Islands, MNP
524.309, 2008, Oct Average, Northern Mariana Islands, MNP
392.764, 2008, Nov Average, Northern Mariana Islands, MNP
275.574, 2008, Dec Average, Northern Mariana Islands, MNP
270.114, 2009, Jan Average, Northern Mariana Islands, MNP
120.901, 2009, Feb Average, Northern Mariana Islands, MNP
196.35, 2009, Mar Average, Northern Mariana Islands, MNP
209.877, 2009, Apr Average, Northern Mariana Islands, MNP
209.725, 2009, May Average, Northern Mariana Islands, MNP
328.329, 2009, Jun Average, Northern Mariana Islands, MNP
735.998, 2009, Jul Average, Northern Mariana Islands, MNP
1897.38, 2009, Aug Average, Northern Mariana Islands, MNP
1132.96, 2009, Sep Average, Northern Mariana Islands, MNP
833.486, 2009, Oct Average, Northern Mariana Islands, MNP
415.294, 2009, Nov Average, Northern Mariana Islands, MNP
652.762, 2009, Dec Average, Northern Mariana Islands, MNP
289.599, 2010, Jan Average, Northern Mariana Islands, MNP
70.949, 2010, Feb Average, Northern Mariana Islands, MNP
354.691, 2010, Mar Average, Northern Mariana Islands, MNP
172.272, 2010, Apr Average, Northern Mariana Islands, MNP
54.5908, 2010, May Average, Northern Mariana Islands, MNP
418.196, 2010, Jun Average, Northern Mariana Islands, MNP
896.695, 2010, Jul Average, Northern Mariana Islands, MNP
978.737, 2010, Aug Average, Northern Mariana Islands, MNP
953.902, 2010, Sep Average, Northern Mariana Islands, MNP
1013.23, 2010, Oct Average, Northern Mariana Islands, MNP
357.334, 2010, Nov Average, Northern Mariana Islands, MNP
341.156, 2010, Dec Average, Northern Mariana Islands, MNP
564.511, 2011, Jan Average, Northern Mariana Islands, MNP
415.113, 2011, Feb Average, Northern Mariana Islands, MNP
332.472, 2011, Mar Average, Northern Mariana Islands, MNP
441.594, 2011, Apr Average, Northern Mariana Islands, MNP
419.55, 2011, May Average, Northern Mariana Islands, MNP
470.876, 2011, Jun Average, Northern Mariana Islands, MNP
1524.68, 2011, Jul Average, Northern Mariana Islands, MNP
1206.83, 2011, Aug Average, Northern Mariana Islands, MNP
1284.24, 2011, Sep Average, Northern Mariana Islands, MNP
1154.56, 2011, Oct Average, Northern Mariana Islands, MNP
502.231, 2011, Nov Average, Northern Mariana Islands, MNP
439.577, 2011, Dec Average, Northern Mariana Islands, MNP
401.53, 2012, Jan Average, Northern Mariana Islands, MNP
189.166, 2012, Feb Average, Northern Mariana Islands, MNP
357.831, 2012, Mar Average, Northern Mariana Islands, MNP
244.311, 2012, Apr Average, Northern Mariana Islands, MNP
557.477, 2012, May Average, Northern Mariana Islands, MNP
520.443, 2012, Jun Average, Northern Mariana Islands, MNP
499.415, 2012, Jul Average, Northern Mariana Islands, MNP
2125.31, 2012, Aug Average, Northern Mariana Islands, MNP
1253.33, 2012, Sep Average, Northern Mariana Islands, MNP
789.333, 2012, Oct Average, Northern Mariana Islands, MNP
447.512, 2012, Nov Average, Northern Mariana Islands, MNP
236.158, 2012, Dec Average, Northern Mariana Islands, MNP
316.337, 2013, Jan Average, Northern Mariana Islands, MNP
197.055, 2013, Feb Average, Northern Mariana Islands, MNP
316.629, 2013, Mar Average, Northern Mariana Islands, MNP
90.8449, 2013, Apr Average, Northern Mariana Islands, MNP
255.734, 2013, May Average, Northern Mariana Islands, MNP
498.726, 2013, Jun Average, Northern Mariana Islands, MNP
400.12, 2013, Jul Average, Northern Mariana Islands, MNP
871.046, 2013, Aug Average, Northern Mariana Islands, MNP
1728.77, 2013, Sep Average, Northern Mariana Islands, MNP
1693.56, 2013, Oct Average, Northern Mariana Islands, MNP
338.045, 2013, Nov Average, Northern Mariana Islands, MNP
278.794, 2013, Dec Average, Northern Mariana Islands, MNP
1043.9, 2014, Jan Average, Northern Mariana Islands, MNP
344.164, 2014, Feb Average, Northern Mariana Islands, MNP
234.34, 2014, Mar Average, Northern Mariana Islands, MNP
219.215, 2014, Apr Average, Northern Mariana Islands, MNP
244.267, 2014, May Average, Northern Mariana Islands, MNP
480.121, 2014, Jun Average, Northern Mariana Islands, MNP
1407.79, 2014, Jul Average, Northern Mariana Islands, MNP
731.697, 2014, Aug Average, Northern Mariana Islands, MNP
1154.64, 2014, Sep Average, Northern Mariana Islands, MNP
1404.96, 2014, Oct Average, Northern Mariana Islands, MNP
450.731, 2014, Nov Average, Northern Mariana Islands, MNP
321.451, 2014, Dec Average, Northern Mariana Islands, MNP
527.998, 2015, Jan Average, Northern Mariana Islands, MNP
13.0931, 2015, Feb Average, Northern Mariana Islands, MNP
329.359, 2015, Mar Average, Northern Mariana Islands, MNP
529.32, 2015, Apr Average, Northern Mariana Islands, MNP
724.178, 2015, May Average, Northern Mariana Islands, MNP
418.196, 2015, Jun Average, Northern Mariana Islands, MNP
1618.12, 2015, Jul Average, Northern Mariana Islands, MNP
1732.64, 2015, Aug Average, Northern Mariana Islands, MNP
1074.27, 2015, Sep Average, Northern Mariana Islands, MNP
1066.25, 2015, Oct Average, Northern Mariana Islands, MNP
489.395, 2015, Nov Average, Northern Mariana Islands, MNP
314.919, 2015, Dec Average, Northern Mariana Islands, MNP
163.052, 2016, Jan Average, Northern Mariana Islands, MNP
244.337, 2016, Feb Average, Northern Mariana Islands, MNP
133.001, 2016, Mar Average, Northern Mariana Islands, MNP
103.346, 2016, Apr Average, Northern Mariana Islands, MNP
132.158, 2016, May Average, Northern Mariana Islands, MNP
607.191, 2016, Jun Average, Northern Mariana Islands, MNP
502.328, 2016, Jul Average, Northern Mariana Islands, MNP
1678.73, 2016, Aug Average, Northern Mariana Islands, MNP
1228.64, 2016, Sep Average, Northern Mariana Islands, MNP
983.706, 2016, Oct Average, Northern Mariana Islands, MNP
830.682, 2016, Nov Average, Northern Mariana Islands, MNP
724.918, 2016, Dec Average, Northern Mariana Islands, MNP
23.5797, 1991, Jan Average, Pakistan, PAK
42.6492, 1991, Feb Average, Pakistan, PAK
42.4584, 1991, Mar Average, Pakistan, PAK
43.043, 1991, Apr Average, Pakistan, PAK
26.5375, 1991, May Average, Pakistan, PAK
10.7911, 1991, Jun Average, Pakistan, PAK
20.3078, 1991, Jul Average, Pakistan, PAK
33.49, 1991, Aug Average, Pakistan, PAK
30.1148, 1991, Sep Average, Pakistan, PAK
2.17714, 1991, Oct Average, Pakistan, PAK
4.33636, 1991, Nov Average, Pakistan, PAK
9.12149, 1991, Dec Average, Pakistan, PAK
53.9661, 1992, Jan Average, Pakistan, PAK
29.1195, 1992, Feb Average, Pakistan, PAK
38.7504, 1992, Mar Average, Pakistan, PAK
40.764, 1992, Apr Average, Pakistan, PAK
23.8701, 1992, May Average, Pakistan, PAK
5.56877, 1992, Jun Average, Pakistan, PAK
54.8721, 1992, Jul Average, Pakistan, PAK
69.1804, 1992, Aug Average, Pakistan, PAK
28.7059, 1992, Sep Average, Pakistan, PAK
12.1746, 1992, Oct Average, Pakistan, PAK
7.92377, 1992, Nov Average, Pakistan, PAK
13.6849, 1992, Dec Average, Pakistan, PAK
29.6088, 1993, Jan Average, Pakistan, PAK
15.8378, 1993, Feb Average, Pakistan, PAK
32.1792, 1993, Mar Average, Pakistan, PAK
19.6552, 1993, Apr Average, Pakistan, PAK
15.3862, 1993, May Average, Pakistan, PAK
19.6844, 1993, Jun Average, Pakistan, PAK
73.2203, 1993, Jul Average, Pakistan, PAK
11.8972, 1993, Aug Average, Pakistan, PAK
18.1405, 1993, Sep Average, Pakistan, PAK
2.95508, 1993, Oct Average, Pakistan, PAK
9.43055, 1993, Nov Average, Pakistan, PAK
0.80544, 1993, Dec Average, Pakistan, PAK
19.5592, 1994, Jan Average, Pakistan, PAK
29.1929, 1994, Feb Average, Pakistan, PAK
23.597, 1994, Mar Average, Pakistan, PAK
26.8942, 1994, Apr Average, Pakistan, PAK
19.8453, 1994, May Average, Pakistan, PAK
21.5863, 1994, Jun Average, Pakistan, PAK
116.973, 1994, Jul Average, Pakistan, PAK
83.9455, 1994, Aug Average, Pakistan, PAK
42.8355, 1994, Sep Average, Pakistan, PAK
10.3939, 1994, Oct Average, Pakistan, PAK
3.08639, 1994, Nov Average, Pakistan, PAK
25.3666, 1994, Dec Average, Pakistan, PAK
9.26441, 1995, Jan Average, Pakistan, PAK
30.1864, 1995, Feb Average, Pakistan, PAK
23.1022, 1995, Mar Average, Pakistan, PAK
44.2381, 1995, Apr Average, Pakistan, PAK
11.1759, 1995, May Average, Pakistan, PAK
15.1367, 1995, Jun Average, Pakistan, PAK
97.9396, 1995, Jul Average, Pakistan, PAK
58.5468, 1995, Aug Average, Pakistan, PAK
21.9999, 1995, Sep Average, Pakistan, PAK
14.0496, 1995, Oct Average, Pakistan, PAK
5.24833, 1995, Nov Average, Pakistan, PAK
21.7521, 1995, Dec Average, Pakistan, PAK
27.9485, 1996, Jan Average, Pakistan, PAK
40.7236, 1996, Feb Average, Pakistan, PAK
44.5704, 1996, Mar Average, Pakistan, PAK
24.3362, 1996, Apr Average, Pakistan, PAK
33.005, 1996, May Average, Pakistan, PAK
45.5516, 1996, Jun Average, Pakistan, PAK
37.5503, 1996, Jul Average, Pakistan, PAK
54.5763, 1996, Aug Average, Pakistan, PAK
13.2122, 1996, Sep Average, Pakistan, PAK
11.4699, 1996, Oct Average, Pakistan, PAK
3.83853, 1996, Nov Average, Pakistan, PAK
5.86822, 1996, Dec Average, Pakistan, PAK
23.2765, 1997, Jan Average, Pakistan, PAK
5.92436, 1997, Feb Average, Pakistan, PAK
38.9486, 1997, Mar Average, Pakistan, PAK
39.8522, 1997, Apr Average, Pakistan, PAK
18.4543, 1997, May Average, Pakistan, PAK
32.5392, 1997, Jun Average, Pakistan, PAK
61.0494, 1997, Jul Average, Pakistan, PAK
84.8412, 1997, Aug Average, Pakistan, PAK
11.9138, 1997, Sep Average, Pakistan, PAK
28.5444, 1997, Oct Average, Pakistan, PAK
8.86339, 1997, Nov Average, Pakistan, PAK
13.9214, 1997, Dec Average, Pakistan, PAK
32.6726, 1998, Jan Average, Pakistan, PAK
39.6264, 1998, Feb Average, Pakistan, PAK
37.2368, 1998, Mar Average, Pakistan, PAK
31.8033, 1998, Apr Average, Pakistan, PAK
21.8943, 1998, May Average, Pakistan, PAK
25.044, 1998, Jun Average, Pakistan, PAK
49.0101, 1998, Jul Average, Pakistan, PAK
28.9697, 1998, Aug Average, Pakistan, PAK
23.637, 1998, Sep Average, Pakistan, PAK
9.91221, 1998, Oct Average, Pakistan, PAK
0.16185, 1998, Nov Average, Pakistan, PAK
0.94575, 1998, Dec Average, Pakistan, PAK
32.9247, 1999, Jan Average, Pakistan, PAK
36.1811, 1999, Feb Average, Pakistan, PAK
23.3168, 1999, Mar Average, Pakistan, PAK
18.1675, 1999, Apr Average, Pakistan, PAK
9.97722, 1999, May Average, Pakistan, PAK
9.80438, 1999, Jun Average, Pakistan, PAK
38.2667, 1999, Jul Average, Pakistan, PAK
45.1223, 1999, Aug Average, Pakistan, PAK
19.1532, 1999, Sep Average, Pakistan, PAK
6.80608, 1999, Oct Average, Pakistan, PAK
13.6544, 1999, Nov Average, Pakistan, PAK
0.24637, 1999, Dec Average, Pakistan, PAK
19.311, 2000, Jan Average, Pakistan, PAK
14.2357, 2000, Feb Average, Pakistan, PAK
8.70368, 2000, Mar Average, Pakistan, PAK
3.96081, 2000, Apr Average, Pakistan, PAK
7.20656, 2000, May Average, Pakistan, PAK
16.5511, 2000, Jun Average, Pakistan, PAK
57.1515, 2000, Jul Average, Pakistan, PAK
32.6807, 2000, Aug Average, Pakistan, PAK
18.3118, 2000, Sep Average, Pakistan, PAK
3.36167, 2000, Oct Average, Pakistan, PAK
4.03651, 2000, Nov Average, Pakistan, PAK
6.28593, 2000, Dec Average, Pakistan, PAK
3.98006, 2001, Jan Average, Pakistan, PAK
7.90859, 2001, Feb Average, Pakistan, PAK
16.1858, 2001, Mar Average, Pakistan, PAK
21.0362, 2001, Apr Average, Pakistan, PAK
9.71545, 2001, May Average, Pakistan, PAK
42.8297, 2001, Jun Average, Pakistan, PAK
70.3518, 2001, Jul Average, Pakistan, PAK
28.1631, 2001, Aug Average, Pakistan, PAK
12.5674, 2001, Sep Average, Pakistan, PAK
2.88224, 2001, Oct Average, Pakistan, PAK
11.1675, 2001, Nov Average, Pakistan, PAK
7.07034, 2001, Dec Average, Pakistan, PAK
8.26817, 2002, Jan Average, Pakistan, PAK
24.8489, 2002, Feb Average, Pakistan, PAK
23.0497, 2002, Mar Average, Pakistan, PAK
20.2869, 2002, Apr Average, Pakistan, PAK
10.8048, 2002, May Average, Pakistan, PAK
25.2618, 2002, Jun Average, Pakistan, PAK
11.4863, 2002, Jul Average, Pakistan, PAK
34.2267, 2002, Aug Average, Pakistan, PAK
23.8329, 2002, Sep Average, Pakistan, PAK
4.25136, 2002, Oct Average, Pakistan, PAK
9.99053, 2002, Nov Average, Pakistan, PAK
13.1605, 2002, Dec Average, Pakistan, PAK
12.9862, 2003, Jan Average, Pakistan, PAK
62.8046, 2003, Feb Average, Pakistan, PAK
31.7944, 2003, Mar Average, Pakistan, PAK
23.1098, 2003, Apr Average, Pakistan, PAK
20.0575, 2003, May Average, Pakistan, PAK
13.7782, 2003, Jun Average, Pakistan, PAK
106.583, 2003, Jul Average, Pakistan, PAK
67.9582, 2003, Aug Average, Pakistan, PAK
25.9643, 2003, Sep Average, Pakistan, PAK
4.65043, 2003, Oct Average, Pakistan, PAK
8.94368, 2003, Nov Average, Pakistan, PAK
7.45678, 2003, Dec Average, Pakistan, PAK
41.6249, 2004, Jan Average, Pakistan, PAK
15.2825, 2004, Feb Average, Pakistan, PAK
5.57348, 2004, Mar Average, Pakistan, PAK
25.9202, 2004, Apr Average, Pakistan, PAK
13.1468, 2004, May Average, Pakistan, PAK
19.4183, 2004, Jun Average, Pakistan, PAK
23.6964, 2004, Jul Average, Pakistan, PAK
55.6869, 2004, Aug Average, Pakistan, PAK
15.1627, 2004, Sep Average, Pakistan, PAK
13.4192, 2004, Oct Average, Pakistan, PAK
4.30319, 2004, Nov Average, Pakistan, PAK
24.4978, 2004, Dec Average, Pakistan, PAK
37.2572, 2005, Jan Average, Pakistan, PAK
58.6492, 2005, Feb Average, Pakistan, PAK
40.9373, 2005, Mar Average, Pakistan, PAK
21.9531, 2005, Apr Average, Pakistan, PAK
27.8063, 2005, May Average, Pakistan, PAK
